company,category_main,category_sub,question,answer
기아,차량 정비,일반,공기 청정 에어 솔루션이 무엇인가요?,"공기 청정 에어 솔루션은 기아에서 제공하는 오토큐 브랜드 상품 중 하나입니다. 

에바코팅과 헥사필터를 통해 공기의 주 오염 원인이 되는 입사(미세먼지), 가스(냄새), 바이러스(에바오염)로부터 차량 내 승객을 보호해 드립니다. 

오토큐 브랜드 상품은 기아멤버스 사이트의 이벤트 페이지에서 구입하실 수 있으며 자세한 내용은 상품 유통사인 오토앤(1644-7160)에서 안내받으실 수 있습니다."
기아,차량 정비,일반,친환경 전기차 충전카드는 어떻게 발급받나요?,"공공충전기에서 사용하실 수 있는 충전카드를 발급받으실 수 있습니다. 

환경부 충전카드는 기본으로 발급받으시고, 기아 충전 파트너사 카드를 추가로 발급 받으실 수 있습니다.

 

환경부 충전카드 발급

① 환경부 전기차 충전소 홈페이지를 통한 회원가입 및 회원카드 신청 가능

② 회원가입 고객 대상 차종 및 출고/등록 여부 확인 즉시 충전카드 발송

③ 충전카드 수령(3~4일 소요) 후 홈페이지 카드 사용 등록 시 공용 충전기 이용 가능

* (2019년 기준) 환경부 중심으로 전체 민간 충전사업자 통합

 

기아차 충전 파트너사 가입 및 멤버십 카드 발급

① 기아차 충전 파트너사 홈페이지(한국전기차 충전 서비스, 에스트래픽)를 통한 회원가입 및 멤버십 카드 신청

② 파트너사 멤버십 카드 수령(3~5일 소요) 후 파트너사 멤버십 카드로도 공용 충전기 이용 가능

* 유의 사항 : 충전 파트너사 멤버십 미가입 시 레드 포인트 사용 불가

 

환경부 전기차 충전소"
기아,차량 정비,일반,K7 프리미어 전자식 변속레버 자동변속기 차량의 중립 주차 방법이 어떻게 되나요?,"다른 사람이 차량을 움직일 수 있도록 주차시켜 놓을 때는 다음과 같이 하십시오. 

 

① 시동 「ON」 또는 엔진 시동 상태에서 주차 브레이크를 해제하십시오.

· 만약 AUTO HOLD 기능이 작동되어 있으면, 「AUTO HOLD」 스위치를 눌러 기능을 해제하십시오.

② 브레이크 페달을 밟고 변속레버의 「P」버튼을 누른 후 시동 「OFF」상태로 하십시오.

③ 브레이크 페달을 밟고 UNLOCK 버튼을 누르고 전방 1칸 1초 이상 조작 시 「N」(중립) 상태로 변경됩니다.

 

* 「N」(중립) 단 주차를 할 경우 주차 장소가 평지인 곳인지 확인 후 주차하십시오.

경사로에서는 차가 움직여서 안전사고가 발생할 수 있습니다.

* 바퀴 구동이 필요한 자동세차기 이용 시 변속레버를 「N」(중립) 단으로 변속하십시오."
기아,차량 정비,일반,"신차는 자동세차를 이용하면 안 좋다는데, 사실인가요?","맞습니다.

자동세차기의 사용은 차체의 잔 긁힘으로 도장 면이 손상될 수 있습니다. 

신차일수록 더욱 손상될 수 있으므로 자동세차보다는 손 세차를 하시는 것이 좋습니다. 

또한, 세차 후에는 물기가 마를 때까지 직사광선을 피하시고, 가급적 물기를 빨리 말리는 것이 물 얼룩 예방에 좋습니다."
기아,차량 정비,일반,시트 관리 방법을 알려주세요.,"천 시트 사용 시 주의사항

천 시트는 재질 특성상 진공청소기를 사용하여 정기적으로 청소하는 것을 권장합니다.

음료 얼룩 등으로 오염이 많이 발생한 경우 적합한 인테리어용 세정제를 이용하시기 바랍니다.

이때 표면이 손상되지 않도록 적절한 세기로 부드러운 스펀지나 극세사 천을 이용하여 봉제선까지 넓은 범위로 닦아 내십시오.

표면에 올 풀림, 긁힘 등이 발생할 수 있으니 의류의 벨크로(찍찍이)와 날카로운 물체와 마찰에 주의하시기 바랍니다.

 

가죽 시트 관리 방법

· 진공청소기를 사용하여 주기적으로 시트 표면에 있는 먼지와 모래를 제거하여 주십시오.

· 가죽의 마모나 표면의 파손을 예방하여 품질을 유지할 수 있습니다.

· 천연가죽 시트 커버링은 마른 천이나 부드러운 헝겊을 이용하여 자주 닦아주는 것이 좋습니다.

· 적합한 가죽 보호제를 사용할 경우 커버링의 마모를 예방할 수 있고 컬러를 유지하는데 도움이 됩니다. 가죽 코팅제나 보호제는 반드시 사용설명서를 참고하여 주시고 전문가와 상담 후 사용하십시오.

· 밝은 색 가죽(베이지, 크림 베이지)은 오염에 취약하고 선명하게 보이므로 자주 청소해 주는 것이 좋습니다.

· 젖은 수건으로 자주 청소하는 것은 표면의 균열을 발생시키므로 삼가 주십시오.

 

가죽 시트 청소 방법

가죽제품(스티어링 휠, 시트 등) 청소 시에는 중성 세제 또는 알코올이 소량 함유된 세척제를 사용하십시오.

강한 산성/알칼리성 및 알코올이 다량 함유된 세척제를 사용할 경우, 변색 및 표면 벗겨짐 등의 손상이 발생할 수 있습니다.

모든 오염물질이 묻었을 경우 즉시 제거해 주시고 오염 물질별 제거 방법은 아래 사항을 참고하십시오.


· 화장품(선크림, 파운데이션 등)에 의한 오염

헝겊에 클렌징크림 일정량을 묻혀 오염 부위를 문질러 주십시오. 젖은 천으로 클렌징크림을 닦아 내고 마른 천으로 물기를 제거합니다.

· 음료(커피, 탄산음료 외)


 마른 천에 중성세제를 소량 묻혀 가볍게 닦아 내고 오염물이 묻어 나오지 않을 때까지 닦아 주십시오.

· 기름(오일)


오염 즉시 흡수성 천으로 기름을 제거하고 천연가죽 전용 얼룩 제거제를 사용하여 닦아냅니다.

· 껌


껌이 묻었을 경우 얼음을 이용하여 딱딱하게 굳힌 후 조금씩 떼어내십시오."
기아,차량 정비,일반,차량 내장 손질 방법을 알려주세요.,"내장 손질의 일반적인 주의사항

· 내장품 표면에 화학 물질(손 세정제, 종이 방향제, 선 크림 등)이 묻지 않게 하십시오.

· 화학 물질이 묻었을 경우, 실내 부품이 손상될 수 있으므로 즉시 제거하십시오. 

· 내장품을 세척할 때는 아세톤, 락카용제, 에나멜 및 표백제, 휘발유 또는 시너 등의 유류 물질 등을 절대로 사용하지 마십시오. 변색되거나 손상이 올 수 있습니다. 

· 액상 방향제를 실내에 사용할 때 계기판 부위, 크래쉬패드 및 플라스틱 부분에는 절대 부착하지 마십시오.

· 만약, 액상 방향제가 유출되어 계기판 부위, 크래쉬패드 및 공기 통풍구 등에 묻으면 액상 방향제 고유의 성분에 의해 손상될 수가 있습니다. 이때에는 신속하게 깨끗한 물로 세척하십시오.

· 인스트루먼트 패널에 전장품, 방향제, 스티커 등을 부착하지 마십시오.

· 특히 양면테이프를 사용한 부착물의 경우 테이프에 함유된 화학성분에 의해 인스트루먼트 패널의 표면부가 손상될 수 있습니다.

· 엠블럼, 도어 인너 핸들, 가니쉬, 풀 핸들, 스위치 베젤 등과 같은 도장 처리된 부품은 화학용액이나 강한 세제로 닦지 마십시오.

· 선팅제거제 등과 같은 화학 용액이 묻었을 경우에는 표면이 벗겨지거나 변색이 될 수 있으니 주의하며 묻었을 경우 즉시 닦아 내십시오.

 

실내 장식품과 내장 트림의 청소 방법

· 먼지떨이 빗자루나 진공청소기를 사용하면, 비닐의 먼지나 오물이 제거됩니다. 

· 내장재 혹은 카펫용으로 추천된 부드러운 비누액을 사용하여 청소하십시오.

· 묻은 지 얼마 안 된 얼룩은 섬유 얼룩 제거제로 빨리 청소하십시오. 

그렇지 않으면, 섬유가 더러워지고 변색될 수 있습니다. 또한, 재질에 맞게 적절히 다루어지지 않으면, 보온 성능도 저하될 수 있습니다.

· 기름이 묻은 곳은 알코올을 이용하여 닦아내십시오."
기아,차량 정비,일반,2열 도어 하단에 부착된 스티커는 무엇인가요?,"2열 도어의 뒤쪽 하단에 부착된 투명 스티커는 '안티 치핑' 필름입니다. 

차량 주행 시 노면으로부터 튀는 모래와 자갈 등으로 인한 하단 부의의 손상을 방지하기 위한 필름으로 일부러 떼어내지 않는 것이 좋습니다."
기아,차량 정비,일반,셀토스 차량의 사운드 무드 램프에는 어떤 컬러가 있나요?,"사운드 무드 램프

사운드에 따라 밝기가 변하는 무드 조명을 도어 스피커와 크래쉬 패드 가나쉬에 적용하였습니다.

셀토스 차량의 사운드 무드 램프에 지원되는 컬러입니다.   

 

은은한 조명 (단색 / 8가지 컬러) 

· 블루 플라이트  

· 피스풀 포레스트

· 드림 퍼플  

· 오로라 바이올렛  

· 오렌지 딜라이트  

· 골든 인사이트  

· 리프레싱 오션  

· 슈퍼 레드   

 

색상 테마 (테마 모드)  

· 파티 타임  

· 헤이! 요!  

· 여행 로맨스  

· 미드나잇 시티  

· 카페"
기아,차량 정비,일반,니로 EV에 적용된 충전 전류 메뉴의 차이점이 무엇인가요?,"기아 니로 EV의 내비게이션에서 충전 관리 > 충전 전류 메뉴를 선택하면 완속(고정용) 충전 전류와 완속(휴대용) 충전 전류의 두 가지 메뉴가 있고,

메뉴를 선택하시면 최소/감소/최대가 있는데, 각 메뉴의 차이는 충전 속도입니다.  

 

최대로 선택하면 충전 속도가 올라가지만, 각 충전 환경 상 '최대' 전류를 사용하지 못하는 경우가 있습니다. 

각 가정마다 사용할 수 있는 최대 전류량이 일정 수준 이상이 못 넘도록 만들어져 있을 것이고, 그 이상을 넘으면 누전으로 판단하여 누전 차단기(일명 두꺼비집)가 내려갑니다.  

 

간혹, 노후된 집에서 에어컨 등 전기를 과다하게 사용 시 갑자기 전기가 차단되는 현상과 동일합니다. 

이 현상이 전기차 충전 중에도 발생하므로 특수한 상황을 고려하여 전류량을 조절할 수 있도록 메뉴가 만들어져 있습니다."
기아,차량 정비,일반,빌트인 캠이 무엇인가요?,"빌트인 캠은 차량에 장착된 전방에 있는 빌트인 캠 카메라와 후방 카메라를 이용하여 작동 설정 및 스위치 입력 등의 조건에 따라 영상을 기록하는 장치입니다. 

차량 전·후방 영상을 녹화하고 내비게이션 화면이나 스마트폰을 통해 찍은 영상을 실시간으로 확인할 수 있습니다."
기아,차량 정비,일반,야간 운전 요령이 어떻게 되나요?,"① 전조등 미리 켜기

전조등은 어두워질 무렵부터는 켜는 것이 안전합니다.

② 낮보다 20% 주행속도 감속

밤에는 낮보다 체감속도가 더 빠르므로 주행속도를 20% 정도 감속하는 것이 좋습니다.

③ 실내는 어둡게

실내 등은 전방 시야를 방해하므로 실내 등을 끄고 운행하는 것이 좋습니다.

④ 마주 오는 차 배려

한적한 길에서는 상향등, 마주 오는 차가 있으면 하향 등을 점등하여 상대편 운전자가 시야를 확보할 수 있도록 배려하는 것이 좋습니다."
기아,기아멤버스,일반,기아멤버스 모바일카드 발급과 사용방법이 어떻게 되나요?,"기아멤버스 모바일 카드는 기아멤버스 홈페이지 또는 기아 App에서 회원가입을 하시면 발급받으실 수 있습니다. (카드회원까지 가입 필수)

모바일 카드도 실물 카드와 동일하게 바코드 제시 또는 카드번호 입력을 통해 포인트 적립/사용이 가능합니다.

(제휴처에서 바코드 리딩이 어려울 경우 단말기에 카드번호 입력 후 사용)

 

[기아멤버스 모바일카드 조회 방법]

1) 기아멤버스 홈페이지 : 로그인 → 우상단 바코드 아이콘 클릭 → 기아멤버스 모바일카드 바코드 및 카드번호 표출

2) 기아 App : 로그인 → 우상단 마이페이지 아이콘 클릭 → '기아멤버스' 버튼 클릭 → 기아멤버스 모바일카드 바코드 및 카드번호 표출

 

[유의 사항]

  * 기아멤버스 모바일카드는 기아멤버스 개인회원에 한해 발급 가능합니다. (개인(법인 실운행자 포함), 개인사업자 고객)

  * 기아멤버스 법인회원은 실물카드로만 발급 가능합니다. (법인고객)

   ☞ 최초 차량 구매 시 담당 오토컨설턴트를 통해 기아멤버스 법인회원 가입신청을 요청해주시기 바랍니다.

      기아멤버스 법인회원 카드는 차량등록증이 실제 발급된 후, 실물카드로 우편 배송됩니다(7~10일 소요).

 

기아멤버스 홈페이지 : https://members.kia.com/kr/view/kindex.do"
기아,기아멤버스,일반,기아멤버스 카드를 모바일카드 or 실물 카드로 선택하여 받을 수 있나요?,"기아멤버스 개인회원의 경우 기본적으로 모바일카드로 발급되며, 실물카드가 추가로 필요하신 경우

기아멤버스 홈페이지 → 로그인 → MY 멤버스 → 나의 카드 조회 → 카드 발급 신청 페이지에서 '추가발급 신청하기' 를 눌러서 발급이 가능합니다. (우편 발송)

 

[유의 사항]

  * 기아멤버스 법인회원은 실물 카드로만 발급 가능합니다. (법인고객)

  * K9 구매 고객용 전용 멤버십 '더 멤버십 K9'은 실물 카드가 발급되며, 부가 혜택 이용 시 실물 카드를 증빙으로 지참하시기 바랍니다.

   ☞ 일반적인 기아멤버스 포인트 적립/사용은 기아멤버스 홈페이지 또는 기아 App에서 기아멤버스 모바일카드 제시를 통해서도 활용 가능합니다.

  * 기아멤버스는 차량이 아닌 고객 기준으로 관리되고 있으므로, 모바일카드는 1매만 발급됩니다.

    기존에 기아멤버스 카드를 발급한 이력이 있다면 기아 차량 추가 구매 시에도 동일한 카드번호가 유지됩니다.

  * 기아멤버스 실물카드를 분실하셨다면 고객센터(080-200-2000) 또는 기아멤버스 홈페이지를 통해 재발급 신청해주시기 바랍니다. 

   ☞ 기아멤버스 홈페이지 → 로그인 → MY 멤버스 → 나의 카드 조회 → 카드 발급 신청 페이지에서 '재발급 신청하기' 클릭

 

기아멤버스 홈페이지 : https://members.kia.com/kr/view/kindex.do"
기아,기아멤버스,일반,기아멤버스 포인트 소멸 시점은 언제 인가요?,"적립된 기아멤버스 포인트는 5년간 사용할 수 있으며, 5년이 지난 시점에 먼저 지급/적립된 포인트부터 월 단위로 자동 소멸됩니다. (매월 1일 기준)

소멸된 포인트는 복구가 어려우니, 기아멤버스 포인트 제휴처에서 유효기한 내 사용 권장드립니다."
기아,기아멤버스,일반,"기아멤버스 카드를 분실했는데, 재발급 받기 전에 오토큐에서 포인트를 사용할 수 있습니까?","기아멤버스 홈페이지 또는 기아 App에서 기아멤버스 모바일카드 바코드 제시를 통해 포인트 사용이 가능합니다.

 

[기아멤버스 모바일카드 조회 방법]

1) 기아멤버스 홈페이지 : 로그인 → 우상단 바코드 아이콘 클릭 → 기아멤버스 모바일카드 바코드 및 카드번호 표출

2) 기아 App : 로그인 → 우상단 마이페이지 아이콘 클릭 → '기아멤버스' 버튼 클릭 → 기아멤버스 모바일카드 바코드 및 카드번호 표출

 

차량명의자와 휴대폰명의자가 동일한 경우 오토큐 담당자를 통해 휴대폰번호를 활용한 고객 본인인증을 통해서도 포인트 사용 가능합니다.

 

[유의 사항]

  * 포인트 사용 대상은 본인 명의의 기아 차량에 한하며, 보험/외주 수리 금액은 제외

 

기아멤버스 홈페이지 : https://members.kia.com/kr/view/kindex.do"
기아,PBV,일반,PBV의 생산은 어떻게 이루어지나요?,"다양한 PBV 기본 모델과 컨버전 모델을 제공하기 위해 유연한 생산체계가 준비되고 있습니다. AutoLand 화성에 구축 중인 PBV 전용공장 (화성 EVO Plant) 은 컨베이어 생산라인과 셀 유연 생산라인을 결합하여 다품종 생산에 최적화된 체계를 구축하고 있습니다.

이와 함께 공장 인근에 구축 예정인 PBV 컨버전 센터는 여러 파트너들과 유기적 협업을 통해 PBV 컨버전 모델을 효율적으로 개발하고 품질을 확보하고자 하며, 또한 글로벌 컨버전 파트너들과의 협력 관계 또한 지속적으로 강화할 예정입니다."
기아,PBV,일반,PBV는 어떤 고객에 적합한가요?,"PBV는 다양한 모델, 라인업 및 베리에이션을 기반으로 각 고객에 특화된 맞춤형 차량을 제공할 수 있습니다. 통상적으로 패신저 모델의 경우 택시 및 차량 호출 업종에 종사하는 고객에게, 카고 모델은 딜리버리 및 시설관리, 전기 · 가스 공급업 등 유틸리티 고객에게 적합합니다.

비즈니스뿐 아니라 평소 일상에서 가족과 함께 차량을 활용한 다양한 활동을 영위하고 싶은 분들께도, 기존의 불편함을 최소화하고 탑승과 이동의 편의를 추구하는 교통약자에게도 추천드립니다. 


기아가 제공하는 다양한 상품과 서비스를 통해 비즈니스 및 라이프스타일에 가장 적합한 차량을 찾아보시기 바랍니다."
기아,PBV,일반,PBV와 상용차/LCV의 차이는 무엇인가요?,"PBV는 총 소유비용 (TCO: Total Cost of Ownership)이라는 제한적인 가치에 집중해 온 기존 상용차/LCV와 하드웨어 및 소프트웨어 측면에서 차별화됩니다.

먼저 하드웨어 관점에서는 전용 플랫폼을 통해 고객의 목적에 맞게 유연한 공간 구성이 가능한 혁신적인 차량을 전용 EV  라인업으로 공급할 것입니다.


소프트웨어 측면에서는 SDV (Software Defined Vehicle) 기반의 OTA (Over-The-Air) 업데이트를 통해 차량 관제, 차량 내 디스플레이 등 고객 비즈니스에 최적화된 소프트웨어 솔루션을 실시간으로 고객에게 제공할 것입니다. 이를 통해 고객은 여러 차량을 손쉽게 제어하고 업데이트하며, 서로 연결하는 등 마치 스마트폰처럼 자유롭게 차량을 활용할 수 있게 됩니다.


이를 통해 고객은 비즈니스 생산성과 효율성을 최적화함으로써 차량이 단순히 비즈니스의 보조 수단이 아닌 비즈니스 플랫폼으로 활용되는 경험을 얻게 될 것으로 기대합니다."
기아,PBV,일반,출시 예정일은 어떻게 되나요?,"최초 전용 PBV인 중형 Kia PV5가 2025년 하반기, 대형급에 해당하는 Kia PV7은 2027년 출시 예정입니다.

이후 다양한 모델이 순차적으로 개발 및 출시될 계획입니다."
기아,PBV,일반,Kia PBV 플랫폼만의 특성은 무엇인가요?,"PBV 전용 플랫폼은 중량물 적재와 주행거리가 많은 B2B 사업자 특성을 고려하여 고 강성, 고 내구성을 확보하였습니다. 또한 사업자의 화물 적재 및 승하차가 편리하도록 저상형으로 개발된 비즈니스 친화적 신규 플랫폼입니다.

PBV 전용 플랫폼은 E-GMP까지 이어져온 현대차그룹의 안전 헤리티지를 계승하였습니다. 기존 시장에서 통용되던 ICE 플랫폼 기반의 전동화 플랫폼 방식과 달리, 기아 PBV는 전용 플랫폼을 적용함으로써 성능과 공간 활용성이 개선된 고객 경험을 제공할 것입니다."
기아,PBV,일반,충전 인프라는 준비되고 있나요?,"PBV는 100% 전용 전기차 플랫폼을 기반으로 하므로 기존 EV와 동일한 충전 인프라를 사용하실 수 있습니다. 더하여 현재 국내외 급속 충전 관련 투자가 지속적으로 이루어지고 있으며, EV 보급 확대에 발맞춰 충전 인프라도 고도화되고 있으므로 충전 편의성은 계속 증대될 것입니다."
기아,PBV,일반,기아가 생각하는 PBV 시장의 규모와 판매 목표는 어느 정도인가요?,"현재도 지속 성장 중인 LCV 시장은 ’30년 350만 대 수준으로 성장할 것으로 예상되며, 이 중 유럽, 북미, 한국 등 선진시장 중심으로 150만 대 규모의 전동화 수요가 발생할 것으로 추정됩니다. 더 나아가, LCV 대비 PBV만이 제공하는 차별적 가치에 기반한 신규 시장 수요를 기대하고 있습니다."
기아,PBV,일반,컨버전 파트너십에 가입하게 되면 어떤 이점이 있나요?,"컨버전에 효율적인 사양이 최적화 되어있는 도너 모델을 제공받으실 수 있고, 바디빌더 가이드 매뉴얼, 3D CAD Data 등의 기술 지원서비스를 제공받으실 수 있습니다.
또한 법규 인증 관련된 지원 서비스도 제공 드릴 예정입니다. (해당 서비스는 PV5 출시시점 제공 예정입니다.)"
기아,PBV,일반,최근 전기차 시장의 성장속도가 둔화되는 상황에서 기아 PBV의 대응 전략은 무엇인가요?,"최근 EV 성장 속도의 둔화는 배터리 가격, 보조금 정책, 충전 이슈 등 복합적 요인이 작용하고 있습니다. 그러나 선진시장 중심으로 탄소 배출, 도심 진입 제한 등 ESG 관점의 친환경 규제가 지속 강화되는 추세이며, 제반 인프라 확충 노력이 지속되고 있습니다. 제조사에서 경쟁력 있는 EV 신차 개발 및 출시가 지속되고 있어 다소 시기가 지연되더라도, 기아는 ‘EV 대중화 시대’로의 전환은 불가피하다고 생각하고 있습니다. 이에, 기아는 시장 내 전동화 니즈를 보유한 다양한 PBV 가망 고객군을 적극 공략하여 시장 진입 기반을 확보해 나갈 예정입니다."
기아,PBV,일반,컨버전 파트너십에 지원하고 싶어요.,"PBV 컨버전 파트너십은 PV5 출시시점에 런칭 예정으로, '컨버전 파트너십' 페이지를 통해 지원하실 수 있습니다."
기아,PBV,일반,법규 인증에 대한 정보가 없어서 걱정이 됩니다. 도움을 어디서 받을 수 있을까요?,컨버전 파트너십 모델을 위한 법규 인증 지원 서비스가 제공되고 있습니다. 관련 정보는 추후 지원될 Homologation Service 페이지에서 제공받으실 수 있습니다.
기아,PBV,일반,기아가 PBV를 통해 추구하는 미래 모빌리티의 궁극적 지향점은 무엇인가요?,"기아는 고객 목적에 부합하는 다양한 차량과 소프트웨어 솔루션을 고객에게 제공하는 것을 넘어 단순 이동 공간으로 인식되는 차량을 라이프스타일 공간으로 재정의할 것입니다. 

이지스왑 (Easy Swap), 플렉스 어셈블리 (FlexAssembly) 등과 같은 신기술을 활용하여 공간에 대한 유연성을 극대화하고, AI가 적용된 다양한 솔루션으로 초 개인화된 경험을 제공할 예정입니다.


나아가 자율주행을 통해 고객의 비즈니스 패러다임을 전환하고, AAM (Advanced Air Mobility) 과의 연계로 지상-항공을 넘나드는 심리스한 멀티모달 서비스를 실현하고자 합니다.


이처럼 기아 PBV는 Total Mobility Solution을 제공하는 ‘차량 그 이상의 플랫폼 (Platform Beyond Vehicle)’으로 자리매김할 것입니다."
기아,Pleos 계정,일반,Pleos 계정으로 서비스 로그인 시 기아 통합계정이 있어 서비스를 이용할 수 없다고 나옵니다.,"Pleos 계정으로 기아 서비스 이용 시, 통합 계정이 있어 서비스를 이용할 수 없다면서 고객센터로 문의하라고 안내받으셨나요?

이 경우는 고객님이 로그인하신 Pleos 계정의 이메일을 다른 사람이 이미 기아 서비스에서 사용 중인 경우 나타나는 안내 화면입니다.

대부분의 경우, 가족이 기아 계정을 생성할 때 고객님의 메일로 만든 경우로 확인됩니다.

고객님의 메일로 부모님, 배우자, 자녀의 계정을 만들어주신 경우는 없는지 확인해 주세요.

만약 가족이 고객님의 메일 주소로 기아 통합계정을 사용 중인 경우가 없다면, 번거로우시더라도 기아 고객센터로 문의해 주세요.

 

* 기아 고객센터: 080-200-2000"
기아,Pleos 계정,일반,Pleos 계정에 가입을 했는데 로그인 시 아이디/비밀번호가 틀리다고 나오고 아이디 찾기를 해도 가입된 계정이 없다고 나옵니다.,"Pleos 계정으로 가입한 계정이나 아이디 찾기 시 가입된 계정이 없다고 나온다면 혹시 Pleos 계정 로그인 화면이 아닌 기아 통합계정 로그인 화면에서 로그인을 시도하신 것은 아닌지 확인해 주세요.

 

기아 서비스는 2025년 12월 10일부터 신규 계정 가입은 Pleos 계정으로만 가능하며, 해당 일자 이후에 신규 가입한 Pleos 계정 로그인은 Pleos 계정 로그인 화면에서 해주셔야 합니다. 다만 기존 가입자들은 여전히 기아 통합계정을 이용하고 있으므로 두 가지 형태의 로그인 화면이 존재하고 있어 헷갈리실 수 있습니다.

 

로그인 화면에서 [Pleos 계정 로그인] 버튼이 보인다면 기아 통합계정 로그인 화면인 것이므로 [Pleos 계정 로그인] 버튼을 선택 후 Pleos 계정 로그인 화면으로 이동하셔서 다시 로그인을 시도해 주세요."
기아,Pleos 계정,일반,통합계정에 로그인하려는데 Pleos로 전환된 계정이라고 나와요.,"기아 통합계정 로그인 시 'Pleos 계정 사용자'라고 안내 받으셨다면, Pleos 계정으로 전환된 계정입니다.

기아 통합계정에서 Pleos 계정으로 전환한 계정은 Pleos 계정 로그인 화면에서 로그인해 주셔야 합니다. Pleos 계정 로그인 화면으로 이동 후 로그인을 다시 시도해 주세요.

 

* Pleos 계정 로그인

    * 통합계정 로그인 화면 내 [Pleos 계정 로그인] 버튼 선택 > Pleos 계정 로그인 화면"
기아,Pleos 계정,일반,통합계정 아이디 찾기를 했는데 이미 Pleos 계정이 있다고 나와요.,"기아 통합계정 로그인을 위해 아이디 찾기를 했지만 'Pleos 계정 사용자'라고 안내 받으셨다면, Pleos 계정으로 전환된 계정입니다.

기아 통합계정에서 Pleos 계정으로 전환한 계정은 Pleos 계정 로그인 화면에서 로그인해 주셔야 합니다.

 

* Pleos 계정 로그인

    * 통합계정 로그인 화면 내 [Pleos 계정 로그인] 버튼 선택 > Pleos 계정 로그인 화면

* Pleos 계정 이메일 찾기

    * 통합계정 로그인 화면 내 [Pleos 계정 로그인] 버튼 선택 > Pleos 계정 로그인 화면 내 [이메일 찾기] 메뉴 선택"
기아,Pleos 계정,일반,통합계정 비밀번호 찾기를 했는데 이미 Pleos 계정이 있다고 나와요.,"기아 통합계정 로그인을 위해 비밀번호 찾기를 했지만 'Pleos 계정 사용자'라고 안내 받으셨다면, Pleos 계정으로 전환된 계정입니다.

기아 통합계정에서 Pleos 계정으로 전환한 계정은 Pleos 계정 로그인 화면에서 로그인해 주셔야 합니다. 가입된 이메일이 기억나지 않는다면 Pleos 계정 이메일 찾기로 확인하세요.

 

* Pleos 계정 로그인

    * 통합계정 로그인 화면 내 [Pleos 계정 로그인] 버튼 선택 > Pleos 계정 로그인 화면

* Pleos 계정 이메일 찾기

    * 통합계정 로그인 화면 내 [Pleos 계정 로그인] 버튼 선택 > Pleos 계정 로그인 화면 내 [이메일 찾기] 메뉴 선택"
기아,Pleos 계정,일반,Pleos 계정 비밀번호 재설정은 어떻게 하나요?,"Pleos 계정 비밀번호 재설정은 아래 위치에서 확인하실 수 있습니다.

 

* Pleos 계정 비밀번호 재설정

    * 통합계정 로그인 화면 내 [Pleos 계정 로그인] 버튼 선택 > Pleos 계정 로그인 화면 내 [비밀번호 재설정] 메뉴 선택"
기아,Pleos 계정,일반,Pleos 계정 아이디 찾기는 어떻게 하나요?,"Pleos 계정 이메일은 아래 위치에서 확인하실 수 있습니다.

 

* Pleos 계정 찾기

    * 통합계정 로그인 화면 내 [Pleos 계정 로그인] 버튼 선택 > Pleos 계정 로그인 화면 내 [이메일 찾기] 메뉴 선택"
기아,Pleos 계정,일반,휴면계정인데 전환 할 수 있나요?,기아 통합계정이 휴면 상태라면 통합계정 로그인 후 휴면 해제 하시면 휴면 해제한 통합계정으로 기아 서비스를 이용하실 수 있습니다. 만약 새로 가입하신 Pleos 계정으로 기아 서비스 이용을 원하시면 휴면 해제한 기아 통합계정 Pleos 계정으로 전환하여 이용하실 수 있습니다.
기아,Pleos 계정,일반,Pleos 계정 가입 중 기아 통합계정이 있어서 전환하라는 안내가 노출됩니다. 전환하면 기존 계정은 쓸 수 없게 되나요?,"기아 통합계정을 보유한 사용자가 Pleos 계정 가입 후 기아 서비스 이용 시 Pleos 계정 전환 안내 화면으로 연결됩니다.

기아 통합계정을 보유한 경우에는 반드시 전환을 하셔야 기아 서비스 이용이 가능합니다.

전환 시 유의 사항을 꼼꼼히 확인하신 후 진행해 주세요."
기아,Pleos 계정,일반,"Pleos 계정을 생성한 적이 없는데, 전환 과정 중 해외에서 가입한 계정이 있어 전환할 수 없다고 나옵니다. 어떻게 해야하나요?",현대자동차그룹 Global One ID인 Pleos 계정은 국내 외에도 유럽 등 다른 권역의 서비스 이용 시 가입하셨을 수 있습니다. 이 경우 해당 아이디로 이용하시려던 국내 서비스에 1회 로그인하시면 이후부터 정상적으로 이용 또는 전환 절차를 진행하실 수 있습니다. 더 자세한 확인이 필요하시다면 Pleos 계정 고객센터로 연락주세요.
기아,Pleos 계정,일반,Pleos 계정으로 전환을 마쳤는데 또 전환 안내 화면이 노출됩니다. 왜 계속 나오나요?,"현대자동차그룹 Global One ID인 Pleos 계정은 현대, 기아, 제네시스 서비스 이용 시 모두 사용할 수 있는 통합계정입니다. 기존 통합계정을 현대, 기아, 제네시스 모두 보유하고 있을 경우 각 브랜드별로 별도의 전환 과정을 진행하셔야 합니다. Pleos 계정 전환 화면을 반복해서 보셨다면 이전에 다른 브랜드의 전환 과정만 진행하셨기 때문입니다. 안내에 따라 전환하신 후 Pleos 계정을 통해 더 편리한 통합 계정 서비스를 경험하세요."
